Columbian Pine,Pseudotsuga menziesii,0.48,
Comarre,Dipteryx odorata,0.82,
Combo-combo,Musanga cecropioides,0.23,
Comer de arara,Hymenaea courbaril,0.83,
Comino real,Aniba duckei,0.56,
Common alder,Alnus glutinosa,0.41,
Common ash,Fraxinus excelsior,0.58,
Common bald cypress,Taxodium distichum,0.46,
Common beech,Fagus sylvatica,0.67,
Common black kakaralli,Eschweilera sagotiana,0.90,
Common box,Buxus sempervirens,0.83,
Common English oak,Quercus robur,0.57,
Common hackberry,Celtis occidentalis,0.53,
Common hemlock,Tsuga canadensis,0.40,
Common larch,Larix decidua,0.48,14
Common persimmon,Diospyros virginiana,0.71,1
Common pine,Pinus sylvestris,0.45,14
Common spruce,Picea abies,0.43,
Common willow,Salix alba,0.38,
Common yew,Taxus baccata,0.63,13
Concolor fir,Abies concolor,0.39,
Condrotti,Bombax chevalieri,0.51,
Conduru,Brosimum rubescens,0.63,
Congo walnut,Terminalia superba,0.40,
Congo-congo,Musanga cecropioides,0.23,
Congolo garapelo,Couratari pulchra,0.53,4
Congowood,Lovoa trichiliodes,0.46,
Congu,Mitragyna parvifolia,0.59,
Contorta pine,Pinus contorta,0.41,
Copachi,Aspidosperma desmanthum,0.65,
Copachu,Prioria copaifera,0.42,
Copahyba,Prioria copaifera,0.42,
Copaiba,Prioria copaifera,0.42,
Copaibarana,Prioria copaifera,0.42,
Copal,Daniella thurifera,0.46,
Copal,Hymenaea courbaril,0.83,
Copal,Oxystigma oxyphyllum,0.53,
Copalier,Hymenaea courbaril,0.83,
Copalier d'Amerique,Hymenaea courbaril,0.83,
Copalier de Amerique,Hymenaea courbaril,0.83,
Copalillo,Liquidambar styraciflua,0.52,
Copalone,Liquidambar styraciflua,0.52,
Copinol,Hymenaea courbaril,0.83,
Copinole,Hymenaea courbaril,0.83,
Corail,Pterocarpus soyauxii,0.64,
Coral,Hieronyma alchorneoides,0.58,
Coralibe,Tabebuia serratifolia,0.99,
Cordia,Cordia alliodora,0.51,
Cork bark elm,Ulmus hollandica,0.53,
Cork elm,Ulmus thomasii,0.63,
Cork pine
Pinus strobus,0.35,
Corkbark fir
Abies lasiocarpa,0.32,
Corkwood,Chlorophora excelsa,0.70,
Corkwood,Musanga cecropioides,0.23,
Cornel
Cornus florida,0.72,
Corobore,Hymenaea courbaril,0.83,
Coromandel,Diospyros celebica,0.90,13
Corosillo,Vochysia ferruginea,0.52,
Corosillo,Vochysia guianensis,0.52,
Corosillo,Vochysia lehmanni,0.52,
Corosillo,Vochysia tomentosa,0.52,
Corpus,Vochysia hondurensis,0.52,
Corpus elosuchil,Magnolia sororum,0.52,
Corpus elosuchil,Magnolia yoroconte,0.52,
Cortes,Tabebuia serratifolia,0.99,4
Cortes amarillo,Tabebuia serratifolia,0.99,
Cortez,Tabebuia serratifolia,0.99,4
Cortez amarillo,Tabebuia serratifolia,0.99,
Cortez colorado,Tabebuia serratifolia,0.99,
Cortez de venado,Tabebuia serratifolia,0.99,
Corteza,Tabebuia serratifolia,0.99,
CortŽs,Tabebuia serratifolia,0.99,
Costa Rica Mahogany,Swietenia macrophylla,0.47,
Costa Rico Mahogany,Swietenia macrophylla,0.47,
Cotin,Platymiscium pinnatum,0.87,
Coto,Aniba duckei,0.56,
Cotton gum,Nyssa aquatica,0.50,
Cottonwood,Populus balsamifera,0.34,
Cottonwood,Populus ciliata,0.37,
Cottonwood,Populus deltoides,0.40,
Cottonwood,Populus trichocarpa,0.35,
Couaie,Erisma uncinatum,0.51,
Couaie,Virola surinamensis,0.51,
Couatari,Couratari pulchra,0.53,4
Coubaril de savane,Hymenaea courbaril,0.83,
Coumarouna,Dipteryx odorata,0.82,
Courabil,Hymenaea courbaril,0.83,
Courabil hout,Hymenaea courbaril,0.83,
Courali,Tabebuia serratifolia,0.99,
Courbaril,Hymenaea courbaril,0.83,
Courbaril de savane,Hymenaea courbaril,0.83,
Courbaril montagne,Hymenaea courbaril,0.83,
Courbaril plum,Hymenaea courbaril,0.83,
Courbarilhout,Hymenaea courbaril,0.83,
Cow cypress,Taxodium distichum,0.46,
Cow oak,Quercus michauxii,0.67,
Coyote,Platymiscium pinnatum,0.87,
Crab apple,Malus pumila,0.64,
Craboo,Byrsonima coriacea,0.68,
Crack willow,Salix fragilis,0.38,
Cricket bat willow,Salix alba,0.38,
Criollo,Minquartia guianensis,0.83,
Cristobal,Platymiscium pinnatum,0.87,
Crura,Swietenia macrophylla,0.47,
Cryptomeria,Cryptomeria japonica,0.36,
Cuajo,Virola surinamensis,0.51,
Cuangare,Iryanthera spp.,0.58,
Cuapinol,Hymenaea courbaril,0.83,
Cuapinole,Hymenaea courbaril,0.83,
Cuapinoli,Hymenaea courbaril,0.83,
Cuatatachi,Hura crepitans,0.40,
Cuban cedar,Cedrela odorata,0.39,
Cuban mahogany,Sickingia salvadorense,0.65,
Cuban Mahogany,Swietenia macrophylla,0.47,
Cuban mahogany,Swietenia mahagoni,0.57,
Cuban pine,Pinus caribaea,0.70,
Cubatau,Astronium graveolens,0.89,
Cubatau,Astronium graveolens,0.80,
Cucharillo,Quercus alba,0.68,
Cucharillo,Quercus bicolor,0.72,
Cucharillo,Quercus coccinea,0.67,
Cucharillo,Quercus macrocarpa,0.64,
Cucharillo,Quercus michauxii,0.67,
Cucharillo,Quercus palustris,0.63,
Cucharillo,Quercus petraea,0.65,
Cucharillo,Quercus stellata,0.67,
Cucharillo,Quercus velutina,0.61,
Cucharillo,Quercus virginiana,0.84,
Cuchillo,Gossypiospermum praecox,0.77,
Cucumber Wood,Magnolia grandiflora,0.50,
Cuhing,Pometia pinnata,0.60,
Cuiarana,Terminalia amazonica,0.76,
Cumala,Virola surinamensis,0.51,
Cumare,Amburana cearensis,0.58,4
Cumaru,Amburana cearensis,0.58,4
Cumaru,Dipteryx odorata,0.82,
Cumaru,Dipteryx odorata syn. Coumarouna odorata,0.92,4
Cumaru amarello,Dipteryx odorata,0.82,
Cumaru da folha grande,Dipteryx odorata,0.82,
Cumaru das caatingas,Amburana cearensis,0.58,
Cumaru de ceara,Amburana cearensis,0.58,4
Cumaru de cheiro,Amburana cearensis,0.58,4
Cumaru do Amazonas,Dipteryx odorata,0.82,
Cumaru do ceara,Amburana cearensis,0.58,
Cumaru ebo,Dipteryx odorata,0.82,
Cumaru roxo,Dipteryx odorata,0.82,
Cumaru-das-caatingas,Amburana cearensis,0.58,
Cumarut,Dipteryx odorata,0.82,
Cumbari,Dipteryx odorata,0.82,
Cumbaru das cantingas,Amburana cearensis,0.58,4
Cumbillo,Terminalia amazonia,0.76,
Cunuru,Dipteryx odorata,0.82,
Cupainol,Hymenaea courbaril,0.83,
Curari,Tabebuia serratifolia,0.99,
Curarire,Tabebuia serratifolia,0.99,
Curbaril,Hymenaea courbaril,0.83,
Curiy,Araucaria angustifolia,0.49,
Curlet mahogany,Swietenia mahagoni,0.57,
Curly Birch,Betula alleghaniensis,0.62,
Curly Maple,Acer saccharum,0.63,
Curtidor,Hieronyma alchorneoides,0.58,
Curtidor,Hyeronyma laxiflora,0.58,
Curucai,Prioria copaifera,0.42,
Cury,Araucaria angustifolia,0.49,
Cylil Date Plum,Diospyros virginiana,0.71,
Cyp,Cordia alliodora,0.51,
Cypre,Cordia alliodora,0.51,
Cypress,Cordia alliodora,0.51,
Cypress,Cupressus sempervirens,0.42,
Cypress,Cupressus torulosa,0.47,
Cypress,Podocarpus guatemalensis,0.54,
Cypress,Taxodium distichum,0.46,
Cypress Pine,Pinus banksiana,0.43
Daan,Albizia procera,0.55,
Daba,Peltogyne venosa,0.69,
Dabema,Piptadeniastrum africanum,0.63,
Dagang,Anisoptera curtisii,0.52,
Daganon,Pometia pinnata,0.60,
Dagum,Anisoptera curtisii,0.52,
Dahoma,Piptadeniastrum africanum,0.63,
Daine,Pometia pinnata,0.60,
Dakain,Melia azedarach,0.51,
Dakua makadre,Agathis borneensis,0.41,
Dakua makadre,Agathis philippinensis,0.33,
Dakua salusalu,Decussocarpus vitiensis,0.34,
Dalchini,Cinnamomum camphora,0.38,
Dalli,Cedrela serrata,0.52,
Dalli,Virola surinamensis,0.51,
Dallie,Virola surinamensis,0.51,
Dalra,Cedrela serrata,0.52,
Damanu,Calophyllum inophyllum,0.55,
Damanu,Calophyllum tomentosum,0.59,
Damar batu,Pinus merkusii,0.59,
Damar bunga,Pinus merkusii,0.59,
Damar kelasi,Anisoptera costata,0.52,
Damar ketimpun,Anisoptera costata,0.52,
Damar lilin,Anisoptera costata,0.52,
Damar mata kuching,Anisoptera costata,0.52,
Damar miharo,Anisoptera costata,0.52,
Damar minyak,Agathis borneensis,0.41,
Damar minyak,Agathis philippinensis,0.33,
Damar poetih,Hopea odorata,0.63,
Damar tingkis,Anisoptera costata,0.52,
Damoni,Dracontomelon edule,0.44,
Dandad,Piptadeniastrum africanum,0.63,
Dane,Piptadeniastrum africanum,0.63,
Dangila,Koordersiodendron pinnatum,0.71,
Daniellia,Daniella oliveri,0.49,
Daniellia,Daniella thurifera,0.46,
Danilang,Shorea negrosensis,0.59,
Danish beech,Fagus sylvatica,0.67,13
Danzig fir,Pinus sylvestris,0.45,
Danzig pine,Pinus sylvestris,0.45,
Dao,Dracontomelon edule,0.44,
Dao,Dracontomelum dao,0.66,
Darachik,Melia azedarach,0.51,
Darachk,Melia azedarach,0.51,
Darah darah,Myristica buchneriana,0.41,
Darah darah,Myristica chartacea,0.48,
Darah darah,Myristica hypargyraea,0.44,
Darah darah,Myristica sp.,0.54,
Dark Limba,Terminalia superba,0.40,
Dark Noir,Terminalia superba,0.40,
Dark red lauan,Shorea negrosensis,0.59,4
Dark red meranti,Shorea negrosensis,0.59,4
Dark red Philippine mahogany,Shorea negrosensis,0.59,
Dark red seraya,Shorea negrosensis,0.59,4
Darli,Cedrela serrata,0.52,
Darlington Ash,Fraxinus pennsylvanica,0.56,
Darloi,Cedrela serrata,0.52,
Darlu,Cedrela serrata,0.52,
Dasal lanang,Hopea odorata,0.63,
Dastan,Peltogyne porphyrocardia,0.69,
Dastan,Peltogyne venosa,0.69,
Dau,Dipterocarpus basilanicus,0.54,
Dau,Dipterocarpus grandiflorus,0.68,
Dau,Dipterocarpus warburgii,0.53,
Dau heo,Garuga pinnata,0.51,
Daueng,Aglaia gigantea,0.54,
Dauri,Cedrela serrata,0.52,
Dead tree,Gymnocladus dioicus,0.40,
Dedira,Intsia bijuga,0.65,
Degame,Calycophyllum candidissimum,0.72
2
Deknoi,Melia azedarach,0.51,
Deltoides-populier,Populus deltoides,0.40,
Denkan,Melia azedarach,0.51,
Deodar,Cupressus torulosa,0.47,
De-orh,Tarrietia utilis,0.54,
Derekan,Aleurites moluccana,0.14,
Desert Willow,Chamaecyparis thyoides,0.32,
Determa,Ocotea rubra,0.55,2
Detze,Prunus serotina,0.50,
Devagarige,Dysoxylum malabaricum,0.62,
Devdari,Cedrela toona,0.47,
Devidiyar,Cupressus torulosa,0.47,
Dhaman,Grewia elastica,0.63,
Dhamma,Grewia elastica,0.63,
Dhundul,Carapa molluccensis,0.71,
Dhupi,Cupressus torulosa,0.47,
Dibetou,Lovoa trichiliodes,0.46,
Dibiue mutshi ditoke,Irvingia gabonensis,0.76,
Dieng doh,Bucklandia populnea,0.56,
Dieng myntat,Bucklandia populnea,0.56,
Dieng-doh,Bucklandia populnea,0.56,
Dieng-ngai,Mesua ferrea,0.92,
Dieng-soh-langhri-that,Grewia elastica,0.63,
Dieng-soh-ryndoh,Bucklandia populnea,0.56,
Dieng-tha-ballich,Grewia elastica,0.63,
Difou,Morus mesozygia,0.71,
Dika,Irvingia gabonensis,0.76,
Dika-bread tree,Irvingia gabonensis,0.76,
Dika-nut tree,Irvingia gabonensis,0.76,
Dikela,Millettia laurentii,0.81,14
Dilang butiki,Podocarpus guatemalensis,0.54,
Dilang butiki,Podocarpus neriifolia,0.48,
Dillenia,Dillenia luzoniensis,0.65,
Dillenia,Dillenia pentagyna,0.55,
Dilly,Manilkara zapota,0.71,
Dimori,Tieghemella heckelii,0.60,
Dimpapi,Tieghemella heckelii,0.60,
Dingdah,Bucklandia populnea,0.56,
Dinglas,Lagerstroemia piriformis,0.67,
Dingsa,Pinus insularis,0.50,
Diomate,Astronium graveolens,0.89,
Diomate,Astronium graveolens,0.80,
Diphylle pois confiture,Hymenaea courbaril,0.83,
Diphylle pois de confiture,Hymenaea courbaril,0.83,
Diquidambo,Liquidambar styraciflua,0.52,
Diseng,Musanga cecropioides,0.23,
Diuka mahogany,Irvingia gabonensis,0.76,
Diutu,Tieghemella heckelii,0.60,
Djamudju,Podocarpus guatemalensis,0.54,
Djamudju,Podocarpus neriifolia,0.48,
Djempina,Hopea odorata,0.63,
Djimbo,Mammea africana,0.69,
Djombe,Terminalia superba,0.40,
Djunia,Musanga cecropioides,0.23,
Djuru-tu,Tieghemella heckelii,0.60,
Doaando,Bridelia aubrevillei,0.59,
Dodda,Bassia latifolia,0.82,
Doe,Musanga cecropioides,0.23,
Doekaliballi,Brosimum rubescens,0.63,
Dogwood,Cornus florida,0.72,
Dohng,Campnosperma brevipetiolata,0.33,
Doi,Alphitonia zizyphoides,0.43,
Doka,Anisoptera costata,0.52,
Doka,Isoberlinia doka,0.63,
Doko,Pometia pinnata,0.60,
Dollywood,Virola surinamensis,0.51,
Dominican mahogany,Sickingia salvadorense,0.65,
Dominican mahogany,Swietenia mahagoni,0.57,
Doncella,Byrsonima coriacea,0.68,
Dong,Mitragyna stipulosa,0.53,
Dorea,Dracontomelon edule,0.44,
Dormilon,Vochysia lehmanni,0.52,
Dormilon,Vochysia tomentosa,0.52,
Dort,Intsia bijuga,0.65,
Dotial,Cupressus torulosa,0.47,
Douglas fir,Pseudotsuga menziesii,0.48,
Douglas spruce,Pseudotsuga menziesii,0.48,
Douglas-fir,Pseudotsuga menziesii,0.48,5
Douglas-fir (Coast),Pseudotsuga menziesii,0.48,
Douka,Tieghemella heckelii,0.60,
Doussie,Afzelia bipindensis,0.62,
Doussie,Afzelia pachyloba,0.62,
Doussie,Afzelia quanzensis,0.62,
Dowora,Intsia bijuga,0.65,
Drago,Pterocarpus vernalis,0.63,
Drawi,Cedrela serrata,0.52,
Drawi,Cedrela toona,0.47,
Drek,Melia azedarach,0.51,
Drummond red maple,Acer rubrum,0.54,
Duabedom,Turraeanthus africanus,0.51,
Duali,Anisoptera curtisii,0.52,
Dubima,Piptadeniastrum africanum,0.63,
Dubin biri,Lovoa trichiliodes,0.46,
Dud phras,Populus ciliata,0.37,
Dudley willow,Salix alba,0.38,
Dudley willow,Salix nigra,0.39,
Duforokoto,Mammea africana,0.69,
Duguan,Myristica buchneriana,0.41,
Duguan,Myristica chartacea,0.48,
Duguan,Myristica hypargyraea,0.44,
Duguan,Myristica sp.,0.54,
Duika,Irvingia gabonensis,0.76,
Dukalaballi,Platymiscium pinnatum,0.87,
Duklap,Pygeum turnerianum,0.44,
Dumate,Lagerstroemia piriformis,0.67,
Dumbi,Diospyros ebenum,0.94,
Dumizulu,Pygeum africanum,0.61,
Dumone,Tieghemella heckelii,0.60,
Dumori,Tieghemella heckelii,0.60,
Dune Holly,Ilex opaca,0.55,
Dungon,Heritiera javanica,0.65,
Dungon,Tarrietia sylvatica,0.82,
Dungun,Heritiera javanica,0.65,
Dungun gungung,Heritiera javanica,0.65,
Dungun-dungun,Heritiera javanica,0.65,
Duong-lieu,Casuarina equisetifolia,0.87,
Dupdupan,Diplodiscus paniculatus,0.62,
Durian,Durio carinatus Masters,0.63,18
Durian,Durio zibethinus Murray,0.61,18
Durian,Neesia altissima,0.44,18
Durla,Cedrela serrata,0.52,
Durmast,Quercus petraea,0.65,
Durmast oak,Quercus petraea,0.65,
Dutch elm,Ulmus hollandica,0.53,
Dwema,Musanga cecropioides,0.23,
Dwini,Morus mesozygia,0.71,
Dzama,Musanga cecropioides,0.23,
Dzogbedodo,Terminalia ivorensis,0.54
E. African black camphorwood,Ocotea comoriensis,0.51,
Eas,Excoecaria agallocha,0.42,
East African afzelia,Afzelia quanzensis,0.62,
East African cypress,Cupressus sempervirens,0.42,
East African mahoganyEast African mahogany,Khaya nyassica,0.44,
East African Olive,Olea hochstetteri,0.81,10
East African silky oak,Grevillea robusta,0.54,
Eastern Canadian Larch,Larix laricina,0.53,
East indian ebony,Diospyros ebenaster,0.61,4
East indian ebony,Diospyros ebenum,0.94,
East Indian ebony,Diospyros inclusa,0.70,14
East Indian ebony,Diospyros melanoxylon,0.67,
East Indian ebony,Diospyros mindanaensis,0.78,14
East Indian ebony,Diospyros pyrrhocarpa,0.69,14
East Indian mahogany,Pterocarpus indicus,0.57,
East Indian satinwood,Chloroxylon swietenia,0.88,
East London boxwood,Gonioma kamassi,0.85,
Eastern Arborvitae,Thuja occidentalis,0.31,
Eastern Black Walnut,Juglans nigra,0.55,
Eastern Canadian Larch,Larix laricina,0.53,
Eastern Canadian Spruce,Picea glauca,0.36,3
Eastern cedar,Thuja occidentalis,0.31,
Eastern cottonwood,Populus deltoides,0.40,1
Eastern Fir,Abies balsamea,0.35,
Eastern hemlock,Tsuga canadensis,0.40,1
Eastern hophornbeam,Ostrya virginiana,0.70,3
Eastern Larch,Larix laricina,0.53,
Eastern Poplar,Populus deltoides,0.40,
Eastern redcedar,Juniperus virginiana,0.47,1
Eastern Spruce,Picea glauca,0.36,3
Eastern Spruce,Picea mariana,0.42,
Eastern Spruce,Picea rubens,0.40,
Eastern Walnut,Juglans nigra,0.55,
Eastern White Cedar,Thuja occidentalis,0.31,
Eastern White Pine,Pinus strobus,0.35,1
Eastern white-cedar,Thuja occidentalis,0.31,
Eativo,Prioria copaifera,0.42,
Eba,Lophira alata,0.94,
Eba,Mitragyna stipulosa,0.53,
Ebano verde,Tabebuia serratifolia,0.99,4
Ebans,Diospyros ebenum,0.94,
Ebar,Mitragyna stipulosa,0.53,
Ebba,Lophira alata,0.94,
Ebe,Cordia platythyrsa,0.39,
Eben,Mitragyna ciliata,0.52,
Eben,Mitragyna stipulosa,0.53,
Ebene soufre,Tabebuia serratifolia,0.99,
Ebene vert,Tabebuia serratifolia,0.99,4
Ebene verte,Tabebuia serratifolia,0.99,
Ebeu,Pterocarpus soyauxii,0.64,
Ebi,Terminalia ivorensis,0.54,
Ebiara,Berlinia acuminata,0.64,
Ebo,Dipteryx odorata,0.82,
Ebo,Pometia pinnata,0.60,
Ebone plaqueminier,Diospyros ebenaster,0.61,4
Ebony,Diospyros ebenum,0.94,
Ebony persimmon,Diospyros ebenaster,0.61,4
Ebony persimmon,Diospyros ebenum,.94,
Ebony persimmon,Diospyros inclusa,0.70,14
Ebony persimmon,Diospyros melanoxylon,0.67,
Ebony persimmon,Diospyros mindanaensis,0.78,14
Ebony persimmon,Diospyros pyrrhocarpa,0.69,14
Ebornzork,Mammea africana,0.69,
Echahumo,Tabebuia serratifolia,0.99,
Echites mahagoni,Swietenia mahagoni,0.57,
Ecuador laurel,Cordia alliodora,0.51,
Edel,Mangifera indica,0.53,
Edible chestnut,Castanea sativa,0.51,
Edinam,Tieghemella heckelii,0.60,
Edo,Terminalia superba,0.40,
Edumoi,Tieghemella heckelii,0.60,
Edwards Plateau Cherry,Prunus serotina,0.50,
Efok,Pterygota bequaertii,0.53,
Efremeli,Terminalia ivorensis,0.54,
Egbesu,Musanga cecropioides,0.23,
Egean,Terminalia superba,0.40,
Egeun,Musanga cecropioides,0.23,
Egg fruit,Pouteria pomifera,0.84,
Eghoinmebbi,Terminalia ivorensis,0.54,
Eghoin-nebi,Terminalia ivorensis,0.54,
Egimamfuk,Musanga cecropioides,0.23,
Egin-fifen,Triplochiton scleroxylon,0.32,
Egoin nufua,Terminalia superba,0.40,
Egonni,Terminalia superba,0.40,
Egoyin,Terminalia superba,0.40,
Egoyn odan,Terminalia ivorensis,0.54,
Egoyne lukan,Terminalia ivorensis,0.54,
Egoyne nebi,Terminalia ivorensis,0.54,
Egoyne-lukan,Terminalia ivorensis,0.54,
Egoyne-nebi,Terminalia ivorensis,0.54,
Egoyn-odan,Terminalia ivorensis,0.54,
Egui,Musanga cecropioides,0.23,
Eguni,Musanga cecropioides,0.23,
Egunli,Musanga cecropioides,0.23,
Eh,Intsia bijuga,0.65,
Ehie,Guibourtia ehie,0.71,4
Ehyedua,Daniella thurifera,0.46,
Eiche,Quercus robur,0.57,
Eik,Quercus robur,0.57,
Eis,Alnus glutinosa,0.41,
Eji,Terminalia superba,0.40,
Ejoung,Triplochiton scleroxylon,0.32,
Ejuong,Triplochiton scleroxylon,0.32,
Ekhimi,Piptadeniastrum africanum,0.63,
Ekhivi,Piptadeniastrum africanum,0.63,
Ekki,Lophira alata,0.94,
Ekom,Poga oleosa,0.39,
Ekomba,Musanga cecropioides,0.23,
Ekombo,Musanga cecropioides,0.23,
Ekop,Staudtia stipitata,0.79,
Ekop evene,Brachystegia laurentii,0.57,
Ekop lele,Brachystegia laurentii,0.57,
Ekop zing,Didelotia brevipaniculata,0.54,
Ekor belangkas,Endospermum macrophyllum,0.41,
Ekoune,Cephalosphaera usambarensis,0.44,
Ekpogi,Berlinia acuminata,0.64,
Elae,Piptadeniastrum africanum,0.63,
Elak,Campnosperma brevipetiolata,0.33,
Elany,Piptadeniastrum africanum,0.63,
Eleba,Lophira alata,0.94,
Elelom,Mitragyna ciliata,0.52,
Elelom n'zame,Mitragyna ciliata,0.52,
Elelome n'zame,Mitragyna ciliata,0.52,
Elelon,Mitragyna ciliata,0.52,
Elilom,Mitragyna stipulosa,0.53,
Elliotis Pine,Pinus Elliottii,0.59,
Ellongrypho,Peltogyne porphyrocardia,0.69,
Ellongrypho,Peltogyne venosa,0.69,
Elm,Ulmus alata,0.65,
Elm,Ulmus americana,0.50,
Elm,Ulmus campestris,0.52,13
Elm,Ulmus crassifolia,0.62,
Elm,Ulmus glabra,0.53,
Elm,Ulmus procera,0.53,13
Elm,Ulmus rubra,0.53,
Elm,Ulmus thomasii,0.63,
Elolom,Mitragyna ciliata,0.52,
Elowa,Chlorophora excelsa,0.70,
Els,Alnus glutinosa,0.41,
Elua,Chlorophora excelsa,0.70,
Elui,Chlorophora excelsa,0.70,
Elupa,Bassia latifolia,0.82,
Emang,Chlorophora excelsa,0.70,
Embero,Lovoa trichiliodes,0.46,
Embora,Melia azedarach,0.51,
Emburana,Amburana cearensis,0.58,
Emen,Terminalia ivorensis,0.54,
Emeri,Terminalia ivorensis,0.54,
Emeri,Vochysia hondurensis,0.52,
Emery,Vochysia hondurensis,0.52,
Emil,Terminalia ivorensis,0.54,
Emine,Terminalia ivorensis,0.54,
Emola,Oxystigma oxyphyllum,0.53,
Emoli,Oxystigma oxyphyllum,0.53,
Emolo,Oxystigma oxyphyllum,0.53,
Emory,Vochysia hondurensis,0.52,
Empas,Koompassia malaccensis,0.76,
Emri,Terminalia ivorensis,0.54,
Emyu,Poga oleosa,0.39,
Enbotta-koenatjepre,Tabebuia serratifolia,0.99,
Encens rouge,Tetragastris altissima,0.74,
Encino,Quercus alba,0.68,
Encino,Quercus bicolor,0.72,
Encino,Quercus coccinea,0.67,
Encino,Quercus macrocarpa,0.64,
Encino,Quercus michauxii,0.67,
Encino,Quercus palustris,0.63,
Encino,Quercus petraea,0.65,
Encino,Quercus stellata,0.67,
Encino,Quercus velutina,0.61,
Encino,Quercus virginiana,0.84,
Encino negro,Quercus alba,0.68,
Encino negro,Quercus bicolor,0.72,
Encino negro,Quercus coccinea,0.67,
Encino negro,Quercus macrocarpa,0.64,
Encino negro,Quercus michauxii,0.67,
Encino negro,Quercus palustris,0.63,
Encino negro,Quercus petraea,0.65,
Encino negro,Quercus stellata,0.67,
Encino negro,Quercus velutina,0.61,
Encino negro,Quercus virginiana,0.84,
End,Terminalia superba,0.40,
Endra-endra,Humbertia madagascariensis,1.18,
Endui,Lophira alata,0.94,
Endwi,Lophira alata,0.94,
Eng,Dipterocarpus basilanicus,0.54,
Eng,Dipterocarpus grandiflorus,0.68,
Eng,Dipterocarpus warburgii,0.53,
Engan,Turraeanthus africanus,0.51,
Engelmann spruce,Picea engelmannii,0.35,1
Enggaris,Koompassia malaccensis,0.76,
Enggeris,Koompassia malaccensis,0.76,
English ash,Fraxinus excelsior,0.58,14
English beech,Fagus sylvatica,0.67,13
English birch,Betula sp.,0.61,
English brown oak,Quercus petraea,0.65,
English cherry,Prunus avium,0.58,
English chestnut,Castanea dentata,0.43,
English elm,Ulmus campestris,0.52,13
English elm,Ulmus procera,0.53,13
English harewood,Acer pseudoplatanus,0.57,13
English maple,Acer pseudoplatanus,0.57,
English oak,Quercus petraea,0.65,
English oak,Quercus robur,0.57,16
English plane,Platanus hybrida,0.59,
Enoi,Poga oleosa,0.39,
Enoupou,Mitragyna ciliata,0.52,
Entenam,Anisoptera costata,0.52,
Entuyut,Tetramerista glabra,0.73,
Enuk-enug,Microberlinia brazzavillensis,0.77,
Enwan,Lophira alata,0.94,
Enyaadwene,Turraeanthus africanus,0.51,
Epein,Pterocarpus soyauxii,0.64,
Epepe,Terminalia ivorensis,0.54,
Epi,Cedrela huberi,0.40,4
Epi,Cedrela odorata,0.39,4
Epi,Cedrela toona,0.47,
Epicea,Abies grandis,0.37,
Epion,Pterocarpus soyauxii,0.64,
Epoukou,Mitragyna ciliata,0.52,
Erable,Acer campestre,0.55,
Eran,Piptadeniastrum africanum,0.63,
Ereru,Planchonella euphlebia,0.89,
Erle,Alnus glutinosa,0.41,
Erundu,Piptadeniastrum africanum,0.63,
Escarpment Cherry,Prunus serotina,0.50,
Escio,Pterocarpus soyauxii,0.64,
Esemi,Terminalia amazonia,0.76,
Esemi,Terminalia arjuna,0.71,
Esemi,Terminalia ivorensis,0.54,
Esemi,Terminalia procera,0.54,
Esire,Lophira alata,0.94,
Esore,Lophira alata,0.94,
Espatodea,Spathodea campanulata,0.25,
Espave,Anacardium excelsum,0.33,
Espavel,Anacardium excelsum,0.33,
Espavel amarillo,Anacardium excelsum,0.33,
Espavel rosado,Anacardium excelsum,0.33,
Espe,Populus tremuloides,0.38,
Espinollo,Plathymenia reticulata,0.56,
Essaben,Berlinia acuminata,0.64,
Essai,Mansonia altissima,0.55,
Essoule,Berlinia acuminata,0.64,
Estoraque,Liquidambar styraciflua,0.52,
Esu,Turraeanthus africanus,0.51,
Etekele,Drypetes gossweileri,0.63,
Eti-ayip,Mitragyna stipulosa,0.53,
Etu,Irvingia gabonensis,0.76,
Etue,Irvingia gabonensis,0.76,
Eucalyptus,Eucalyptus citriodora,0.65,
Eucalyptus,Eucalyptus obliqua,0.68,14
European alder,Alnus glutinosa,0.41,
European ash,Fraxinus excelsior,0.58,14
European aspen,Populus tremula,0.42,
European beech,Fagus sylvatica,0.67,13
European birch,Betula sp.,0.61,
European boxwood,Buxus sempervirens,0.83,13
European cherry,Prunus avium,0.58,13
European Chestnut,Castanea dentata,0.43,
European chestnut,Castanea sativa,0.51,13
European hornbeam,Carpinus betulus,0.61,
European horse chestnut,Aesculus hippocastanum,0.39,
European larch,Larix decidua,0.48,14
European lime,Tilia vulgaris,0.51,13
European maple,Acer campestre,0.55,
European maple,Acer platanus,0.54,
European maple,Acer pseudoplatanus,0.57,
European oak,Quercus petraea,0.65,
European oak,Quercus robur,0.57,16
European plane,Platanus hybrida,0.59,
European spruce,Picea abies,0.43,
European walnut,Juglans regia,0.56,16
European white oak,Quercus robur,0.57,
European whitewood,Picea abies,0.43,
European yew,Taxus baccata,0.63,13
Europeesche esche,Fraxinus excelsior,0.58,
Evergreen chinkapin,Castanopsis acuminatissima,0.56,
Evergreen Magnoilia,Magnolia grandiflora,0.50,
Ewe,Mitragyna stipulosa,0.53,
Ewe aiye,Morus mesozygia,0.71,
Ewowo,Triplochiton scleroxylon,0.32,
Eyan,Lovoa trichiliodes,0.46,
Ezigo,Pterocarpus soyauxii,0.64
