Magnolia grandiflora,0.5
Excoecaria agallocha,0.42
Mitragyna parvifolia,0.59
Shorea negrosensis,0.59
Mitragyna parvifolia,0.59
Mitragyna parvifolia,0.59
Astronium graveolens,0.89
Astronium graveolens,0.8
Hymenaea courbaril,0.83
Erythrophloeum densiflorum,0.68
Lagerstroemia piriformis,0.67
Lagerstroemia piriformis,0.67
Xanthophyllum excelsum,0.67
Xanthophyllum excelsum,0.67
Triplochiton scleroxylon,0.32
Caryocar villosum,0.76
Aglaia gigantea,0.54
Diplodiscus paniculatus,0.62
Mansonia altissima,0.55
Anisoptera costata,0.52
Astronium graveolens,0.89
Astronium graveolens,0.8
Umbellularia californica,0.55
Swietenia mahagoni,0.57
Nyssa aquatica,0.5
Mitragyna ciliata,0.52
Mitragyna stipulosa,0.53
Terminalia superba,0.4
Shorea negrosensis,0.59
Terminalia ivorensis,0.54
Umbellularia californica,0.55
Swietenia macrophylla,0.47
Pometia pinnata,0.6
Anisoptera curtisii,0.52
Pometia pinnata,0.6
Pometia pinnata,0.6
Swietenia macrophylla,0.47
Calophyllum inophyllum,0.55
Casuarina equisetifolia,0.87
Melia azedarach,0.51
Melia azedarach,0.51
Calophyllum inophyllum,0.55
Beilschmiedia mannii,0.62
Beilschmiedia mannii,0.62
Dipterocarpus basilanicus,0.54
Dipterocarpus grandiflorus,0.68
Dipterocarpus warburgii,0.53
Pterocarpus marsupium,0.71
Pterocarpus vernalis,0.63
Excoecaria agallocha,0.42
Virola surinamensis,0.51
Tilia americana,0.37
Fagus grandifolia,0.64
Casuarina equisetifolia,0.87
Manilkara bidentata,0.95
Tilia americana,0.37
Tilia americana,0.37
Mesua ferrea,0.92
Chloroxylon swietenia,0.88
Chloroxylon swietenia,0.88
Terminalia ivorensis,0.54
Mitragyna stipulosa,0.53
Cedrela toona,0.47
Mora excelsa,0.89
Pinus insularis,0.5
Lophira alata,0.94
Aleurites moluccana,0.14
Fraxinus excelsior,0.58
Madhuca sp.,0.97
Melia azedarach,0.51
Swietenia macrophylla,0.47
Chloroxylon swietenia,0.88
Vochysia lehmanni,0.52
Vochysia tomentosa,0.52
Anisoptera curtisii,0.52
Irvingia gabonensis,0.76
Iryanthera spp.,0.58
Anisoptera curtisii,0.52
Intsia bijuga,0.65
Koompassia malaccensis,0.76
Guibourtia arnoldiana,0.7
Pinus insularis,0.5
Lovoa trichiliodes,0.46
Pinus insularis,0.5
Castanopsis acuminatissima,0.56
Aleurites moluccana,0.14
Melia azedarach,0.51
Duabanga sonneratioides,0.37
Qualea paraensis,0.58
Quercus petraea,0.65
Berlinia acuminata,0.64
Koompassia malaccensis,0.76
Anisoptera costata,0.52
Artocarpus hirsuta,0.52
Terminalia superba,0.4
Vitex cofassus,0.67
Mansonia altissima,0.55
Tabebuia serratifolia,0.99
Madhuca sp.,0.97
Betula alleghaniensis,0.62
Rapanea melanophleos,0.74
Melia azedarach,0.51
Mitragyna ciliata,0.52
Mitragyna stipulosa,0.53
Afzelia bipindensis,0.62
Afzelia pachyloba,0.62
Afzelia quanzensis,0.62
Chloroxylon swietenia,0.88
Chloroxylon swietenia,0.88
Chloroxylon swietenia,0.88
Chloroxylon swietenia,0.88
Lovoa trichiliodes,0.46
Virola surinamensis,0.51
Iryanthera spp.,0.58
Virola koschnyi,0.51
Beilschmiedia mannii,0.62
Pometia pinnata,0.6
Piptadeniastrum africanum,0.63
Magnolia grandiflora,0.5
Swietenia macrophylla,0.47
Pinus lambertiana,0.36
Pinus ponderosa,0.4
Carya lacinosa,0.69
Swietenia macrophylla,0.47
Acer macrophyllum,0.48
Swietenia macrophylla,0.47
Populus grandidentata,0.39
Chloroxylon swietenia,0.88
Pterocarpus marsupium,0.71
Grewia elastica,0.63
Chloroxylon swietenia,0.88
Dysoxylum malabaricum,0.62
Afzelia quanzensis,0.62
Chloroxylon swietenia,0.88
Liquidambar styraciflua,0.52
